ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Purchased Bike,Categorized Age,Categorized Income
11734,Married,Female,60000,1,Partial College,Skilled Manual,No,1,0-1 Miles,North America,47,No,Middle Age,Average Income
17462,Married,Male,70000,3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,Yes,Middle Age,Average Income
20659,Married,Male,70000,3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,Yes,Young Age,Average Income
28004,Married,Female,60000,3,Bachelors,Management,Yes,2,10+ Miles,North America,66,No,Old Age,Average Income
19741,Single,Female,80000,4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,65,No,Old Age,Average Income
17450,Married,Male,80000,5,Partial College,Professional,Yes,3,5-10 Miles,North America,45,No,Middle Age,Average Income
17337,Single,Male,40000,0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,31,No,Young Age,Low Income
18594,Single,Female,80000,3,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,40,Yes,Middle Age,Average Income
15982,Married,Male,110000,5,Partial College,Professional,Yes,4,2-5 Miles,North America,46,No,Middle Age,High Income
28625,Single,Male,40000,2,Partial College,Clerical,No,1,1-2 Miles,North America,47,Yes,Middle Age,Low Income
11269,Married,Male,130000,2,Graduate Degree,Management,Yes,2,0-1 Miles,North America,41,No,Middle Age,High Income
25148,Married,Male,60000,2,High School,Professional,No,2,1-2 Miles,North America,48,Yes,Middle Age,Average Income
13920,Single,Female,50000,4,Bachelors,Skilled Manual,Yes,2,0-1 Miles,North America,42,No,Middle Age,Low Income
23704,Single,Male,40000,5,High School,Professional,Yes,4,10+ Miles,North America,52,Yes,Middle Age,Low Income
28972,Single,Female,60000,3,Graduate Degree,Management,Yes,2,10+ Miles,North America,66,No,Old Age,Average Income
22730,Married,Male,70000,5,Bachelors,Management,Yes,2,10+ Miles,North America,63,No,Old Age,Average Income
29134,Married,Male,60000,4,Bachelors,Skilled Manual,No,3,10+ Miles,North America,42,No,Middle Age,Average Income
14332,Single,Female,30000,0,High School,Skilled Manual,No,2,5-10 Miles,North America,26,No,Young Age,Low Income
19117,Single,Female,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Yes,Middle Age,Average Income
22864,Married,Male,90000,2,Partial College,Professional,No,0,5-10 Miles,North America,49,Yes,Middle Age,Average Income
11292,Single,Male,150000,1,Partial College,Professional,No,3,0-1 Miles,North America,44,Yes,Middle Age,High Income
13466,Married,Male,80000,5,Partial College,Professional,Yes,3,1-2 Miles,North America,46,No,Middle Age,Average Income
23731,Married,Male,60000,2,High School,Professional,Yes,2,2-5 Miles,North America,54,Yes,Middle Age,Average Income
28672,Single,Male,70000,4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Yes,Young Age,Average Income
11809,Married,Male,60000,2,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,38,Yes,Middle Age,Average Income
19664,Single,Male,100000,3,Bachelors,Management,No,3,1-2 Miles,North America,38,No,Middle Age,Average Income
12121,Single,Male,60000,3,High School,Professional,Yes,2,10+ Miles,North America,53,Yes,Middle Age,Average Income
